trade_id,strategy_id,strategy_version,symbol,direction,entry_time,exit_time,entry_price,exit_price,stop,target,quantity,gross_pnl,net_pnl,return_pct,r_multiple,exit_reason,holding_bars,fees_paid,slippage_paid,evidence
failed_breakout_reversal_short:QQQ:2026-04-24:77,failed_breakout_reversal_short,v1.0,QQQ,short,2026-04-24T13:30:00+00:00,2026-04-24T13:30:00+00:00,658.180745,659.785621,659.455893,635.348214,30,-48.146274,-52.100173,-0.0026386,-1.36193809,stop,1,3.953899,19.769488,high 656.92 swept prior 20-bar high 655.33 | close 651.42 failed back below prior high
failed_breakout_reversal_short:AAPL:2026-04-24:78,failed_breakout_reversal_short,v1.0,AAPL,short,2026-04-24T13:30:00+00:00,2026-04-27T13:30:00+00:00,272.62362,265.691351,277.365714,265.558571,73,506.055658,502.125959,0.02523053,1.45050633,target,2,3.929699,19.648628,high 275.77 swept prior 20-bar high 274.28 | close 273.43 failed back below prior high
failed_breakout_reversal_short:AMZN:2026-04-30:81,failed_breakout_reversal_short,v1.0,AMZN,short,2026-04-30T13:30:00+00:00,2026-04-30T13:30:00+00:00,273.033415,267.62446,267.490714,254.138571,73,394.853741,390.906939,0.01961258,0.96611559,stop,1,3.946802,19.734116,high 265.91 swept prior 20-bar high 264.50 | close 263.04 failed back below prior high
failed_breakout_reversal_short:AAPL:2026-05-01:82,failed_breakout_reversal_short,v1.0,AAPL,short,2026-05-01T13:30:00+00:00,2026-05-01T13:30:00+00:00,278.72057,277.616239,277.4775,259.095,71,78.407519,74.457527,0.00376254,0.84363517,stop,1,3.949991,19.749981,high 276.00 swept prior 20-bar high 275.77 | close 271.35 failed back below prior high
failed_breakout_reversal_short:AMZN:2026-05-01:83,failed_breakout_reversal_short,v1.0,AMZN,short,2026-05-01T13:30:00+00:00,2026-05-04T13:30:00+00:00,265.44721,275.793899,275.656071,243.867857,75,-776.00171,-780.061018,-0.03918223,-1.0188025,stop,2,4.059308,20.296353,high 273.88 swept prior 20-bar high 265.91 | close 265.06 failed back below prior high
failed_breakout_reversal_short:AMZN:2026-05-05:84,failed_breakout_reversal_short,v1.0,AMZN,short,2026-05-05T13:30:00+00:00,2026-05-05T13:30:00+00:00,275.94196,278.048598,277.909643,260.330714,72,-151.677913,-155.666645,-0.00783511,-1.09877297,stop,1,3.988732,19.943627,high 276.10 swept prior 20-bar high 273.88 | close 272.05 failed back below prior high
failed_breakout_reversal_short:QQQ:2026-05-05:84,failed_breakout_reversal_short,v1.0,QQQ,short,2026-05-05T13:30:00+00:00,2026-05-05T13:30:00+00:00,677.62102,679.258388,678.918929,660.802143,29,-47.483673,-51.418623,-0.00261659,-1.36608696,stop,1,3.93495,19.674744,high 676.73 swept prior 20-bar high 675.97 | close 672.88 failed back below prior high
failed_breakout_reversal_short:SPY:2026-05-06:85,failed_breakout_reversal_short,v1.0,SPY,short,2026-05-06T13:30:00+00:00,2026-05-06T13:30:00+00:00,727.79592,727.079787,726.716429,717.877143,27,19.335597,15.407432,0.00078407,0.52862452,stop,1,3.928164,19.640832,high 725.04 swept prior 20-bar high 724.87 | close 723.77 failed back below prior high
failed_breakout_reversal_short:AAPL:2026-05-08:87,failed_breakout_reversal_short,v1.0,AAPL,short,2026-05-08T13:30:00+00:00,2026-05-08T13:30:00+00:00,289.864995,293.949401,293.8025,274.715,68,-277.739625,-281.709563,-0.01429213,-1.05213522,stop,1,3.969938,19.849625,high 292.13 swept prior 20-bar high 288.03 | close 287.44 failed back below prior high
failed_breakout_reversal_short:QQQ:2026-05-08:87,failed_breakout_reversal_short,v1.0,QQQ,short,2026-05-08T13:30:00+00:00,2026-05-08T13:30:00+00:00,699.57004,703.916425,703.564643,677.690714,28,-121.698785,-125.628547,-0.00641356,-1.12319897,stop,1,3.929762,19.648785,high 701.24 swept prior 20-bar high 695.93 | close 694.94 failed back below prior high
failed_breakout_reversal_short:SPY:2026-05-08:87,failed_breakout_reversal_short,v1.0,SPY,short,2026-05-08T13:30:00+00:00,2026-05-08T13:30:00+00:00,734.562535,738.214994,737.846071,719.047857,27,-98.616406,-102.592905,-0.00517279,-1.15720879,stop,1,3.976499,19.882477,high 736.13 swept prior 20-bar high 734.59 | close 731.58 failed back below prior high
failed_breakout_reversal_short:NVDA:2026-05-11:88,failed_breakout_reversal_short,v1.0,NVDA,short,2026-05-11T13:30:00+00:00,2026-05-11T13:30:00+00:00,213.93298,219.750356,219.640536,206.318929,93,-541.015966,-545.049221,-0.02739524,-1.02683962,stop,1,4.033255,20.166145,high 217.80 swept prior 20-bar high 216.83 | close 215.20 failed back below prior high
failed_breakout_reversal_short:NVDA:2026-05-13:90,failed_breakout_reversal_short,v1.0,NVDA,short,2026-05-13T13:30:00+00:00,2026-05-13T13:30:00+00:00,224.817535,225.881813,225.768929,210.802143,88,-93.656467,-97.622621,-0.00493444,-1.16602424,stop,1,3.966154,19.830753,high 223.75 swept prior 20-bar high 222.30 | close 220.78 failed back below prior high
failed_breakout_reversal_short:AMZN:2026-05-06:94,failed_breakout_reversal_short,v1.0,AMZN,short,2026-05-06T13:30:00+00:00,2026-05-19T13:30:00+00:00,272.753555,259.923826,280.428036,259.793929,73,936.570251,932.681706,0.04684251,1.66479821,target,10,3.888545,19.442963,high 278.56 swept prior 20-bar high 276.10 | close 273.55 failed back below prior high
failed_breakout_reversal_short:AAPL:2026-05-18:96,failed_breakout_reversal_short,v1.0,AAPL,short,2026-05-18T13:30:00+00:00,2026-05-21T13:30:00+00:00,300.08988,305.019398,304.866964,290.956071,66,-325.348173,-329.341894,-0.01662845,-1.04457623,stop,4,3.993721,19.96853,high 303.20 swept prior 20-bar high 300.92 | close 300.23 failed back below prior high
failed_breakout_reversal_short:QQQ:2026-05-26:98,failed_breakout_reversal_short,v1.0,QQQ,short,2026-05-26T13:30:00+00:00,2026-05-26T13:30:00+00:00,725.59702,725.343383,724.980893,702.658214,27,6.848191,2.930652,0.00014959,0.17616925,stop,1,3.917539,19.587702,high 722.12 swept prior 20-bar high 722.03 | close 717.54 failed back below prior high
failed_breakout_reversal_short:AAPL:2026-05-27:99,failed_breakout_reversal_short,v1.0,AAPL,short,2026-05-27T13:30:00+00:00,2026-05-27T13:30:00+00:00,308.175835,313.342486,313.185893,298.618214,64,-330.665651,-334.643369,-0.01696695,-1.04366113,stop,1,3.977717,19.888509,high 311.82 swept prior 20-bar high 311.40 | close 308.33 failed back below prior high
failed_breakout_reversal_short:QQQ:2026-05-28:100,failed_breakout_reversal_short,v1.0,QQQ,short,2026-05-28T13:30:00+00:00,2026-05-28T13:30:00+00:00,729.365135,736.500745,736.132679,716.084643,27,-192.661468,-196.619305,-0.00998429,-1.07604723,stop,1,3.957838,19.789146,high 733.32 swept prior 20-bar high 731.17 | close 729.45 failed back below prior high
failed_breakout_reversal_short:AAPL:2026-05-28:101,failed_breakout_reversal_short,v1.0,AAPL,short,2026-05-28T13:30:00+00:00,2026-05-29T13:30:00+00:00,310.52466,314.747474,314.590179,303.369643,64,-270.260074,-274.261816,-0.01380032,-1.05406993,stop,2,4.001742,20.008646,high 313.26 swept prior 20-bar high 311.82 | close 310.85 failed back below prior high
failed_breakout_reversal_short:AAPL:2026-06-01:104,failed_breakout_reversal_short,v1.0,AAPL,short,2026-06-01T13:30:00+00:00,2026-06-03T13:30:00+00:00,309.475185,316.399549,316.241429,303.697143,64,-443.159314,-447.164913,-0.02257678,-1.03261901,stop,3,4.005598,20.027886,high 315.00 swept prior 20-bar high 313.26 | close 312.06 failed back below prior high
failed_breakout_reversal_short:SPY:2026-06-03:104,failed_breakout_reversal_short,v1.0,SPY,short,2026-06-03T13:30:00+00:00,2026-06-03T13:30:00+00:00,757.770925,755.019107,762.034107,754.641786,26,71.547278,67.614024,0.00343183,0.6099996,target,1,3.933254,19.666293,high 760.40 swept prior 20-bar high 760.28 | close 759.57 failed back below prior high
failed_breakout_reversal_short:QQQ:2026-06-04:106,failed_breakout_reversal_short,v1.0,QQQ,short,2026-06-04T13:30:00+00:00,2026-06-05T13:30:00+00:00,735.11226,730.742331,751.126429,730.377143,27,117.988071,114.030264,0.00574517,0.26372541,target,2,3.957807,19.789071,high 748.65 swept prior 20-bar high 746.44 | close 744.21 failed back below prior high
failed_breakout_reversal_short:AAPL:2026-06-04:108,failed_breakout_reversal_short,v1.0,AAPL,short,2026-06-04T13:30:00+00:00,2026-06-09T13:30:00+00:00,313.073385,294.189521,318.36875,294.0425,63,1189.683416,1185.85766,0.06012372,3.55464401,target,4,3.825756,19.129084,high 316.94 swept prior 20-bar high 315.45 | close 310.26 failed back below prior high
